"unigram","bigram","trigram","quadgram","freq"
"miss","you","so","much",8
"more","than","a","year",8
"much","as","i","do",8
"never","be","able","to",8
"no","matter","what","happens",8
"not","going","to","happen",8
"nothing","more","than","a",8
"of","people","in","the",8
"of","some","of","the",8
"of","the","most","important",8
"of","the","new","york",8
"of","the","people","who",8
"of","the","things","i",8
"of","the","things","that",8
"of","the","time","i",8
"oh","oh","oh","oh",8
"on","both","sides","of",8
"on","the","eve","of",8
"on","the","fact","that",8
"on","the","list","of",8
"on","the","same","day",8
"on","this","website","comes",8
"one","at","a","time",8
"one","of","my","favorites",8
"one","of","the","worst",8
"one","of","those","things",8
"or","removal","at","any",8
"or","something","like","that",8
"participant","in","the","amazon",8
"parts","of","the","world",8
"people","in","the","world",8
"people","who","want","to",8
"pleaded","not","guilty","to",8
"please","let","me","know",8
"preheat","oven","to","degrees",8
"preheat","the","oven","to",8
"president","george","w","bush",8
"programmes","designed","to","provide",8
"provide","a","means","for",8
"provided","as","is","and",8
"red","white","and","blue",8
"removal","at","any","time",8
"rest","of","my","life",8
"rest","of","the","day",8
"rest","of","the","world",8
"right","back","at","ya",8
"right","in","front","of",8
"second","half","of","the",8
"securities","and","exchange","commission",8
"seems","to","be","the",8
"services","llc","and","amazon",8
"services","llc","andor","amazon",8
"shout","out","to","the",8
"sites","to","earn","advertising",8
"so","excited","to","be",8
"sometimes","i","feel","like",8
"subject","to","change","or",8
"sure","to","check","out",8
"take","a","break","from",8
"taking","the","time","to",8
"tens","of","millions","of",8
"thank","you","all","for",8
"thanks","for","the","kind",8
"thanks","for","the","shoutout",8
"that","appears","on","this",8
"that","no","matter","what",8
"that","we","need","to",8
"thats","what","i","was",8
"the","amazon","services","llc",8
"the","author","of","the",8
"the","beginning","of","a",8
"the","best","part","of",8
"the","best","time","to",8
"the","cause","of","the",8
"the","difference","between","a",8
"the","fact","that","there",8
"the","first","half","of",8
"the","future","of","the",8
"the","girl","with","the",8
"the","goal","is","to",8
"the","last","few","weeks",8
"the","last","time","you",8
"the","past","few","weeks",8
"the","past","few","years",8
"the","past","five","years",8
"the","rest","of","your",8
"the","securities","and","exchange",8
"the","shit","out","of",8
"the","size","of","a",8
"the","start","of","a",8
"the","state","department","of",8
"the","th","anniversary","of",8
"the","time","has","come",8
"the","time","he","was",8
"the","united","states","is",8
"the","us","department","of",8
"the","us","supreme","court",8
"the","vast","majority","of",8
"the","world","to","me",8
"there","is","also","a",8
"there","were","a","few",8
"this","content","is","provided",8
"this","website","comes","from",8
"to","amazoncom","amazonca","amazoncouk",8
"to","be","a","bit",8
"to","be","a","little",8
"to","change","or","removal",8
"to","do","it","i",8
"to","do","with","this",8
"to","earn","advertising","fees",8
"to","everyone","who","came",8
"to","give","me","a",8
"to","go","for","a",8
"to","go","out","and",8
"to","learn","how","to",8
"to","provide","a","means",8
"to","reach","out","to",8
"to","see","you","again",8
"to","see","you","at",8
"to","see","you","in",8
"to","share","it","with",8
"to","sign","up","for",8
"trying","to","get","a",8
"up","the","good","work",8
"us","know","if","you",8
"want","to","have","a",8
"want","to","make","a",8
"wanted","to","make","sure",8
"way","back","to","the",8
"we","dont","want","to",8
"we","had","a","great",8
"website","comes","from","amazon",8
"what","do","you","do",8
"what","happens","when","you",8
"what","you","are","doing",8
"when","i","went","to",8
"who","came","out","to",8
"who","you","are","and",8
"will","let","you","know",8
"with","one","of","the",8
"with","salt","and","pepper",8
"you","are","interested","in",8
"you","can","do","it",8
"you","can","see","it",8
"you","dont","even","know",8
"you","have","any","questions",8
"you","might","want","to",8
"you","should","be","able",8
"you","want","to","see",8
"a","bachelors","degree","in",7
"a","bit","of","the",7
"a","couple","of","months",7
"a","huge","fan","of",7
"a","large","number","of",7
"a","little","over","a",7
"a","long","period","of",7
"a","long","time","to",7
"a","loss","to","the",7
"a","lot","of","times",7
"a","masters","degree","in",7
"a","number","of","years",7
"a","very","long","time",7
"a","week","or","so",7
"a","whole","lot","more",7
"able","to","make","it",7
"about","the","importance","of",7
"according","to","the","report",7
"all","i","want","to",7
"all","the","time","and",7
"all","the","time","but",7
"all","you","have","to",7
"also","happens","to","be",7
"am","not","going","to",7
"an","eye","out","for",7
"and","a","sense","of",7
"and","dont","forget","to",7
"and","i","am","not",7
"and","i","hope","to",7
"and","i","know","that",7
"and","i","think","that",7
"and","i","wanted","to",7
"and","it","can","be",7
"and","it","was","the",7
"and","it","will","be",7
"and","looking","forward","to",7
"and","most","of","the",7
"and","roll","hall","of",7
"and","thank","you","for",7
"and","thats","why","i",7
"and","the","ability","to",7
"and","the","federal","government",7
"and","this","is","what",7
"and","you","have","to",7
"anything","to","do","with",7
"are","you","kidding","me",7
"as","a","matter","of",7
"as","a","way","of",7
"as","good","as","the",7
"as","if","it","were",7
"as","long","as","i",7
"as","much","as","you",7
"at","an","early","age",7
"at","pm","at","the",7
"at","the","back","of",7
"at","the","last","minute",7
"at","the","risk","of",7
"at","the","time","i",7
"averaged","points","and","rebounds",7
"battle","of","the","bands",7
"be","able","to","have",7
"be","able","to","use",7
"be","interesting","to","see",7
"be","part","of","a",7
"be","used","as","a",7
"because","i","wanted","to",7
"beginning","of","the","year",7
"believe","it","or","not",7
"but","i","dont","know",7
"but","i","dont","want",7
"by","the","fact","that",7
"by","the","way","i",7
"can","only","be","described",7
"cant","wait","to","go",7
"centers","for","disease","control",7
"coming","out","of","the",7
"could","have","been","a",7
"day","of","my","life",7
"day","of","the","week",7
"did","a","good","job",7
"do","you","think","it",7
"do","you","think","you",7
"does","it","take","to",7
"does","not","have","to",7
"doing","a","lot","of",7
"dont","even","know","what",7
"dont","give","a","fuck",7
"dont","know","what","i",7
"dont","need","to","be",7
"due","to","the","fact",7
"during","world","war","ii",7
"end","of","the","season",7
"end","of","the","week",7
"family","law","tip","of",7
"first","round","of","the",7
"follow","me","follow","me",7
"for","a","few","months",7
"for","a","few","years",7
"for","all","of","the",7
"for","all","of","you",7
"for","crying","out","loud",7
"for","letting","me","know",7
"for","spreading","the","word",7
"for","the","kind","words",7
"for","the","last","time",7
"for","the","last","years",7
"for","the","past","few",7
"for","the","third","time",7
"for","those","of","us",7
"for","years","to","come",7
"for","you","and","your",7
"forward","to","seeing","the",7
"get","back","on","the",7
"getting","ready","for","the",7
"girl","with","the","dragon",7
"go","back","to","school",7
"going","to","try","to",7
"grew","up","in","a",7
"had","a","couple","of",7
"had","a","great","day",7
"have","been","trying","to",7
"have","some","of","the",7
"have","the","right","to",7
"have","you","heard","of",7
"he","did","not","know",7
"he","is","going","to",7
"he","said","it","was",7
"he","was","in","the",7
"he","was","one","of",7
"here","are","some","of",7
"heres","a","look","at",7
"hey","thanks","for","the",7
"how","much","of","the",7
"i","am","so","sorry",7
"i","can","go","to",7
"i","can","only","imagine",7
"i","can","think","of",7
"i","decided","to","try",7
"i","didnt","have","a",7
"i","dont","get","it",7
"i","dont","get","why",7
"i","dont","know","the",7
"i","dont","really","like",7
"i","dont","see","any",7
"i","dont","think","that",7
"i","dont","understand","why",7
"i","hate","when","i",7
"i","have","a","new",7
"i","have","the","best",7
"i","hope","to","see",7
"i","hope","you","all",7
"i","just","dont","see",7
"i","just","need","to",7
"i","knew","i","had",7
"i","know","i","have",7
"i","need","to","find",7
"i","need","to","start",7
"i","never","thought","i",7
"i","put","it","on",7
"i","think","i","am",7
"i","think","i","got",7
"i","think","i","would",7
"i","think","it","is",7
"i","think","its","time",7
"i","think","that","was",7
"i","want","to","give",7
"i","was","ready","to",7
"i","went","to","a",7
"i","woke","up","and",7
"i","would","have","been",7
"i","would","say","that",7
"if","they","want","to",7
"if","you","ask","me",7
"if","you","havent","seen",7
"if","you","look","at",7
"if","you","were","to",7
"if","youre","interested","in",7
"im","going","to","bed",7
"im","going","to","make",7
"im","going","to","start",7
"im","not","a","big",7
"im","so","excited","to",7
"in","a","small","bowl",7
"in","a","statement","that",7
"in","addition","to","his",7
"in","an","interview","with",7
"in","front","of","my",7
"in","item","c","above",7
"in","my","head","and",7
"in","order","to","make",7
"in","the","course","of",7
"in","the","death","of",7
"in","the","early","morning",7
"in","the","end","i",7
"in","the","event","of",7
"in","the","first","inning",7
"in","the","heart","of",7
"in","the","last","year",7
"in","the","morning","i",7
"in","the","past","few",7
"in","the","past","year",7
"in","the","right","direction",7
"in","the","th","century",7
"in","the","third","period",7
"in","the","top","of",7
"in","the","white","house",7
"incorporated","in","item","c",7
"is","a","great","way",7
"is","a","matter","of",7
"is","a","waste","of",7
"is","a","way","to",7
"is","as","good","as",7
"is","based","on","the",7
"is","having","a","great",7
"is","more","important","than",7
"is","no","longer","a",7
"is","the","kind","of",7
"is","the","last","day",7
"is","the","place","to",7
"it","didnt","take","long",7
"it","had","to","be",7
"it","is","a","very",7
"it","is","such","a",7
"it","just","me","or",7
"it","makes","me","feel",7
"it","one","of","the",7
"it","seems","to","be",7
"it","was","like","a",7
"it","was","nice","to",7
"it","will","not","be",7
"its","all","in","the",7
"its","been","so","long",7
"its","not","going","to",7
"jumping","up","and","down",7
"just","have","to","be",7
"just","so","you","know",7
"just","trying","to","get",7
"keep","up","the","great",7
"keep","your","head","up",7
"keeping","up","with","the",7
"know","if","you","are",7
"know","if","you","need",7
"last","night","it","was",7
"law","tip","of","the",7
"look","in","the","mirror",7
"looking","for","a","new",7
"lot","of","things","that",7
"love","to","see","you",7
"makes","me","feel","like",7
"many","of","you","have",7
"may","be","able","to",7
"million","or","cents","per",7
"more","than","half","of",7
"more","than","percent","of",7
"more","to","do","with",7
"my","goal","is","to",7
"never","thought","i","would",7
"not","a","fan","of",7
"not","be","reached","for",7
"not","going","to","get",7
"not","to","mention","the",7
"now","i","want","to",7
"of","millions","of","dollars",7
"of","my","favorite","things",7
"of","my","life","i",7
"of","the","most","popular",7
"of","the","people","i",7
"of","the","year","in",7
"of","thousands","of","dollars",7
"on","a","daily","basis",7
"on","and","off","the",7
"on","one","side","and",7
"on","our","way","to",7
"on","the","east","coast",7
"on","the","edge","of",7
"on","the","first","day",7
"on","the","same","page",7
"on","top","of","a",7
"one","of","the","worlds",7
"one","side","of","the",7
"out","of","the","oven",7
"over","and","over","again",7
"over","the","next","few",7
"percent","of","the","time",7
"player","of","the","year",7
"please","feel","free","to",7
"question","of","the","day",7
"really","dont","want","to",7
"really","looking","forward","to",7
"remains","to","be","seen",7
"rest","of","the","week",7
"right","out","of","the",7
"rock","and","roll","hall",7
