"unigram","bigram","trigram","freq"
"i","look","at",25
"i","started","to",25
"im","in","the",25
"in","my","opinion",25
"in","the","rain",25
"in","the","st",25
"in","their","own",25
"in","time","for",25
"is","like","a",25
"is","more","than",25
"is","the","one",25
"it","has","to",25
"it","is","also",25
"it","is","that",25
"it","may","be",25
"it","turns","out",25
"its","just","a",25
"last","night","i",25
"like","to","be",25
"look","at","it",25
"lot","of","things",25
"make","sure","that",25
"may","be","the",25
"me","to","the",25
"my","life","i",25
"need","to","know",25
"not","sure","what",25
"of","a","new",25
"of","the","national",25
"on","the","first",25
"out","there","and",25
"part","of","my",25
"right","now","i",25
"role","in","the",25
"see","you","at",25
"she","said","i",25
"so","i","decided",25
"so","many","people",25
"some","of","our",25
"stay","tuned","for",25
"such","a","great",25
"talk","to","me",25
"than","any","other",25
"that","can","be",25
"that","he","would",25
"that","if","you",25
"the","course","of",25
"the","department","of",25
"the","first","thing",25
"the","hunger","games",25
"the","late","s",25
"the","result","of",25
"the","right","to",25
"the","world","to",25
"there","would","be",25
"think","this","is",25
"this","year","i",25
"those","who","have",25
"to","hear","the",25
"to","keep","up",25
"to","learn","more",25
"to","those","who",25
"was","in","a",25
"was","trying","to",25
"we","went","to",25
"wed","love","to",25
"well","as","a",25
"what","did","you",25
"what","the","hell",25
"what","you","think",25
"when","i","got",25
"which","is","why",25
"will","need","to",25
"with","a","little",25
"you","are","the",25
"you","dont","need",25
"you","should","have",25
"a","good","idea",24
"a","great","week",24
"a","spokesman","for",24
"a","year","old",24
"and","that","he",24
"and","that","i",24
"and","then","the",24
"and","to","the",24
"aware","of","the",24
"back","on","the",24
"be","the","same",24
"been","trying","to",24
"black","and","white",24
"but","there","is",24
"coming","to","the",24
"day","in","the",24
"deal","with","the",24
"didnt","have","to",24
"dont","need","to",24
"even","though","the",24
"for","a","couple",24
"for","people","who",24
"for","the","future",24
"for","the","weekend",24
"get","in","the",24
"going","to","see",24
"going","to","try",24
"got","to","be",24
"had","to","do",24
"happy","valentines","day",24
"has","been","in",24
"have","the","same",24
"have","to","have",24
"he","had","to",24
"history","of","the",24
"hit","me","up",24
"i","cant","help",24
"i","have","ever",24
"i","really","dont",24
"i","still","have",24
"i","think","he",24
"i","was","like",24
"if","you","like",24
"in","a","new",24
"in","at","the",24
"in","honor","of",24
"in","my","heart",24
"in","on","the",24
"in","the","day",24
"in","the","room",24
"is","a","little",24
"it","into","the",24
"last","day","of",24
"might","as","well",24
"might","not","be",24
"more","than","just",24
"more","than","two",24
"most","of","us",24
"name","of","the",24
"need","to","make",24
"no","need","to",24
"not","the","only",24
"of","the","city",24
"on","in","the",24
"on","the","beach",24
"out","at","the",24
"out","for","the",24
"out","with","a",24
"pick","up","the",24
"ready","for","a",24
"said","of","the",24
"see","you","there",24
"seems","to","have",24
"she","has","a",24
"she","is","a",24
"soon","as","i",24
"thank","you","i",24
"that","they","would",24
"the","board","of",24
"the","case","of",24
"the","day","of",24
"the","first","to",24
"the","help","of",24
"the","presence","of",24
"the","role","of",24
"the","way","they",24
"there","is","an",24
"they","will","be",24
"to","be","seen",24
"to","be","so",24
"to","be","there",24
"to","build","a",24
"to","buy","a",24
"to","give","the",24
"to","look","for",24
"to","make","some",24
"to","share","with",24
"to","you","and",24
"told","me","that",24
"trying","to","make",24
"want","me","to",24
"want","to","have",24
"was","part","of",24
"we","are","all",24
"we","can","get",24
"we","decided","to",24
"went","on","to",24
"what","are","the",24
"what","i","want",24
"when","they","are",24
"where","you","can",24
"will","be","there",24
"will","try","to",24
"with","me","and",24
"you","are","in",24
"you","at","the",24
"you","may","have",24
"you","need","a",24
"a","beautiful","day",23
"a","long","day",23
"a","place","where",23
"all","i","can",23
"an","effort","to",23
"and","all","of",23
"and","by","the",23
"and","go","to",23
"and","i","hope",23
"and","i","thought",23
"and","it","will",23
"are","a","few",23
"as","it","was",23
"because","it","is",23
"because","of","a",23
"better","than","the",23
"but","i","love",23
"but","when","i",23
"can","get","a",23
"can","only","be",23
"check","out","our",23
"control","of","the",23
"could","not","be",23
"couple","of","days",23
"dakota","township","map",23
"declined","to","comment",23
"did","not","have",23
"didnt","have","a",23
"do","not","know",23
"family","and","friends",23
"feel","like","im",23
"for","at","least",23
"for","the","night",23
"getting","ready","for",23
"goal","is","to",23
"going","to","start",23
"have","a","wonderful",23
"have","not","been",23
"he","and","his",23
"he","had","been",23
"high","school","and",23
"hope","you","are",23
"i","dont","understand",23
"i","hope","that",23
"i","just","love",23
"i","know","im",23
"i","love","how",23
"i","love","u",23
"i","see","you",23
"i","was","born",23
"i","was","not",23
"i","was","very",23
"i","would","say",23
"if","you","could",23
"in","a","large",23
"in","his","first",23
"in","real","life",23
"in","the","spring",23
"information","about","the",23
"is","the","way",23
"it","doesnt","matter",23
"it","has","a",23
"its","not","a",23
"its","not","just",23
"just","need","to",23
"learn","more","about",23
"likely","to","be",23
"lot","of","fun",23
"love","to","hear",23
"majority","of","the",23
"most","of","my",23
"much","better","than",23
"need","to","find",23
"north","dakota","township",23
"of","the","worlds",23
"on","the","front",23
"one","or","two",23
"or","is","it",23
"other","side","of",23
"people","who","have",23
"place","in","the",23
"s","and","s",23
"said","he","would",23
"sense","of","humor",23
"size","of","the",23
"thanks","to","everyone",23
"that","no","one",23
"that","she","was",23
"that","you","have",23
"the","edge","of",23
"the","head","of",23
"the","impact","of",23
"the","night","before",23
"the","possibility","of",23
"the","value","of",23
"them","to","be",23
"there","have","been",23
"this","has","been",23
"this","is","where",23
"this","week","i",23
"time","at","the",23
"to","help","the",23
"to","play","with",23
"to","take","care",23
"to","take","it",23
"to","the","next",23
"to","want","to",23
"tonight","at","the",23
"use","of","the",23
"vice","president","of",23
"way","to","get",23
"we","are","in",23
"we","can","do",23
"what","you","have",23
"whats","your","favorite",23
"when","i","am",23
"when","it","was",23
"will","be","held",23
"with","a","few",23
"with","a","new",23
"world","war","ii",23
"you","want","a",23
"youd","like","to",23
"across","the","street",22
"and","a","little",22
"and","had","a",22
"and","i","would",22
"and","she","was",22
"and","there","was",22
"are","the","best",22
"as","a","whole",22
"awkward","moment","when",22
"back","to","my",22
"but","i","know",22
"come","out","of",22
"couple","of","years",22
"does","not","have",22
"few","years","ago",22
"focus","on","the",22
"for","years","and",22
"front","of","a",22
"game","of","the",22
"get","a","little",22
"go","ahead","and",22
"great","way","to",22
"hard","to","get",22
"have","a","chance",22
"have","never","been",22
"he","said","it",22
"hes","going","to",22
"hope","you","had",22
"i","am","now",22
"i","can","tell",22
"i","cant","even",22
"i","didnt","think",22
"i","dont","wanna",22
"i","had","never",22
"i","have","my",22
"i","havent","been",22
"i","know","but",22
"i","like","that",22
"i","will","never",22
"i","will","not",22
"if","you","would",22
"im","ready","to",22
"im","so","excited",22
"in","a","couple",22
"in","our","lives",22
"in","the","block",22
"in","the","movie",22
"in","the","uk",22
"in","with","the",22
"involved","in","the",22
"is","better","than",22
"is","full","of",22
"is","going","on",22
"is","something","that",22
"is","that","a",22
"is","that","they",22
"it","with","the",22
"its","gonna","be",22
"join","us","for",22
"many","of","us",22
"may","be","a",22
"might","be","a",22
"miss","you","too",22
"must","have","been",22
"not","be","a",22
"nothing","more","than",22
"now","i","have",22
"of","more","than",22
"of","the","law",22
"of","the","month",22
"on","the","list",22
"on","the","outside",22
"only","a","few",22
"over","the","weekend",22
"really","need","to",22
"so","i","could",22
"start","of","the",22
"state","of","the",22
"that","he","could",22
"the","form","of",22
"the","most","beautiful",22
"the","second","time",22
"the","time","the",22
"the","way","he",22
"there","were","no",22
"theres","a","lot",22
"this","morning","i",22
"to","be","here",22
"to","come","up",22
"to","go","for",22
"to","make","this",22
"to","protect","the",22
"to","put","it",22
"to","see","my",22
"to","the","world",22
"to","try","and",22
"to","work","in",22
"trip","to","the",22
"used","in","the",22
"want","it","to",22
"was","the","best",22
"we","are","so",22
"what","happened","to",22
"what","would","you",22
"when","i","have",22
"who","have","been",22
"with","the","help",22
"with","the","same",22
"years","in","the",22
"you","have","an",22
"you","know","you",22
"a","big","fan",21
"a","combination","of",21
"a","great","way",21
"a","lot","about",21
"a","lot","better",21
"a","pretty","good",21
"a","sign","of",21
"a","way","that",21
"able","to","make",21
"added","to","the",21
"addition","to","the",21
"after","years","of",21
"and","a","lot",21
"and","as","a",21
"and","his","wife",21
"and","so","on",21
"and","we","were",21
"arrived","at","the",21
"at","the","very",21
"be","a","part",21
"because","he","was",21
"because","i","dont",21
"been","in","the",21
"but","i","did",21
"but","i","didnt",21
"can","be","used",21
"expected","to","be",21
"fell","in","love",21
"find","a","way",21
"follow","me","i",21
"for","a","good",21
"for","him","to",21
"for","it","to",21
"for","most","of",21
"for","the","best",21
"friends","and","family",21
"from","the","s",21
"get","used","to",21
"go","for","a",21
"good","for","you",21
"has","always","been",21
"have","all","the",21
"have","been","in",21
"have","to","work",21
"he","does","not",21
"he","or","she",21
"he","said","but",21
"how","can","you",21
"how","do","we",21
"how","many","times",21
"i","am","just",21
"i","believe","that",21
"i","can","only",21
"i","do","have",21
"i","dont","need",21
"i","hate","that",21
"i","know","the",21
"i","love","her",21
"i","love","your",21
"i","mean","i",21
"i","told","him",21
"i","used","a",21
"i","was","at",21
"i","will","have",21
"if","i","have",21
"if","you","had",21
"in","all","the",21
"in","charge","of",21
"in","less","than",21
"in","the","bottom",21
"in","the","field",21
"in","the","form",21
"in","the","mirror",21
"in","the","nba",21
"in","the","top",21
"is","a","bit",21
"is","having","a",21
"is","still","a",21
"it","for","the",21
"it","is","hard",21
"it","is","in",21
"it","must","be",21
"it","was","all",21
"just","a","little",21
"life","is","a",21
"live","in","the",21
"long","time","ago",21
"lot","of","the",21
"lot","of","time",21
"make","a","difference",21
"more","than","one",21
"no","one","else",21
"not","so","much",21
"of","st","louis",21
"of","the","past",21
"of","what","i",21
"of","your","life",21
"on","a","new",21
"on","the","cover",21
"on","the","left",21
"one","that","i",21
"out","of","their",21
"out","of","this",21
"part","of","his",21
"period","of","time",21
"returned","to","the",21
"said","she","was",21
"signed","up","for",21
"something","that","i",21
"st","patricks","day",21
"still","in","the",21
"take","advantage","of",21
"taking","care","of",21
"team","in","the",21
"that","i","think",21
"that","it","will",21
"that","would","have",21
"thats","how","i",21
"the","art","of",21
"the","face","of",21
"the","first","day",21
"the","fourth","quarter",21
"the","gift","of",21
"the","house","and",21
"the","level","of",21
"the","purpose","of",21
"they","dont","have",21
"think","it","was",21
"to","be","honest",21
"to","do","to",21
"to","give","up",21
"to","hear","from",21
"to","make","an",21
"to","make","me",21
"to","reach","the",21
"to","see","them",21
"view","of","the",21
"wait","to","get",21
"want","to","take",21
"was","a","bit",21
"we","still","have",21
"what","i","can",21
"what","i","have",21
"what","i","wanted",21
"when","it","is",21
"which","is","the",21
"who","i","am",21
"will","you","be",21
"work","on","the",21
"years","ago","and",21
"years","in","prison",21
"you","in","a",21
"you","know","i",21
"youve","got","to",21
"a","few","times",20
"a","friend","of",20
"a","hard","time",20
"a","place","to",20
"a","set","of",20
"a","time","of",20
"a","woman","who",20
"a","year","in",20
"about","to","go",20
"add","to","the",20
"all","of","your",20
"an","attempt","to",20
"and","how","to",20
"and","i","didnt",20
"and","i","want",20
"and","those","who",20
"and","to","be",20
"and","we","will",20
"and","you","have",20
"and","you","know",20
"appear","to","be",20
"appeared","to","be",20
"are","part","of",20
"are","you","in",20
"as","i","am",20
"as","i","was",20
